timestamp,service,metric,method,value,baseline_median,threshold,score
2026-06-01T07:55:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,82.14,54.620000000000005,80.239328,3.2225669619437314
2026-06-01T07:56:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,87.3,54.620000000000005,80.239328,3.8267982673081806
2026-06-01T07:57:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,80.28,54.620000000000005,80.239328,3.004762654196081
2026-06-01T07:58:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,87.39,54.620000000000005,80.239328,3.837337185425003
2026-06-01T07:58:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,83.41,54.620000000000005,80.239328,3.3712828064811053
2026-06-01T07:59:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,84.52,54.620000000000005,80.239328,3.501262796588574
2026-06-01T08:00:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,80.29,54.620000000000005,80.239328,3.005933645097951
2026-06-01T08:01:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,89.3,54.620000000000005,80.239328,4.060996447681998
2026-06-01T08:01:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,82.82,54.620000000000005,80.239328,3.3021943432708287
2026-06-01T08:02:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,85.61,54.620000000000005,80.239328,3.628900804892305
2026-06-01T08:03:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,92.01,54.620000000000005,80.239328,4.378334982088522
2026-06-01T08:03:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,91.22,54.620000000000005,80.239328,4.285826700840864
2026-06-01T08:04:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,80.25,54.620000000000005,80.239328,3.0012496814904734
2026-06-01T08:05:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,92.55,54.620000000000005,80.239328,4.441568490789452
2026-06-01T08:05:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,87.11,54.620000000000005,80.239328,3.8045494401726683
2026-06-01T08:06:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,89.68,54.620000000000005,80.239328,4.105494101953025
2026-06-01T08:06:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,88.29,54.620000000000005,80.239328,3.9427263665932215
2026-06-01T08:07:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,89.51,54.620000000000005,80.239328,4.08558725662125
2026-06-01T08:07:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,85.83,54.620000000000005,80.239328,3.6546626047334247
2026-06-01T08:08:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,95.51,54.620000000000005,80.239328,4.788181797742704
2026-06-01T08:09:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,87.48,54.620000000000005,80.239328,3.847876103541825
2026-06-01T08:09:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,84.8,54.620000000000005,80.239328,3.5340505418409087
2026-06-01T08:10:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,90.02,54.620000000000005,80.239328,4.145307792616573
2026-06-01T08:11:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,100.14,54.620000000000005,80.239328,5.330350585308091
2026-06-01T08:11:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,100.92,54.620000000000005,80.239328,5.4216878756538796
2026-06-01T08:12:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,88.09,54.620000000000005,80.239328,3.9193065485558396
2026-06-01T08:13:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,89.94,54.620000000000005,80.239328,4.13593986540162
2026-06-01T08:13:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,84.8,54.620000000000005,80.239328,3.5340505418409087
2026-06-01T08:14:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,90.29,54.620000000000005,80.239328,4.176924546967039
2026-06-01T08:14:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,94.38,54.620000000000005,80.239328,4.655859825831495
2026-06-01T08:15:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,90.24,54.620000000000005,80.239328,4.171069592457693
2026-06-01T08:16:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,86.81,54.620000000000005,80.239328,3.769419713116596
2026-06-01T08:16:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,85.64,54.620000000000005,80.239328,3.6324137775979124
2026-06-01T08:17:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,101.74,54.620000000000005,80.239328,5.5177091296071445
2026-06-01T08:17:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,94.07,54.620000000000005,80.239328,4.619559107873553
2026-06-01T08:18:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,80.72,54.620000000000005,80.239328,3.0562862538783206
2026-06-01T08:18:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,86.76,54.620000000000005,80.239328,3.763564758607251
2026-06-01T08:19:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,88.38,54.620000000000005,80.239328,3.9532652847100422
2026-06-01T08:20:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,85.4,54.620000000000005,80.239328,3.604309995953055
2026-06-01T08:20:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,81.6,54.620000000000005,80.239328,3.1593334532428
2026-06-01T08:21:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,82.06,54.620000000000005,80.239328,3.213199034728779
2026-06-01T08:21:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,89.37,54.620000000000005,80.239328,4.069193383995083
2026-06-01T08:22:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,85.21,54.620000000000005,80.239328,3.5820611688175408
2026-06-01T08:22:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,81.91,54.620000000000005,80.239328,3.195634171200742
2026-06-01T08:23:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,90.7,54.620000000000005,80.239328,4.224935173943671
2026-06-01T08:23:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,84.7,54.620000000000005,80.239328,3.5223406328222184
2026-06-01T08:24:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,91.73,54.620000000000005,80.239328,4.345547236836188
2026-06-01T08:24:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,91.02,54.620000000000005,80.239328,4.262406882803481
2026-06-01T08:25:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,100.62,54.620000000000005,80.239328,5.386558148597808
2026-06-01T08:25:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,96.76,54.620000000000005,80.239328,4.93455566047634
2026-06-01T08:26:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,91.26,54.620000000000005,80.239328,4.290510664448341
2026-06-01T08:26:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,93.96,54.620000000000005,80.239328,4.606678207952993
2026-06-01T08:27:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,94.18,54.620000000000005,80.239328,4.632440007794115
2026-06-01T08:27:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,84.28,54.620000000000005,80.239328,3.4731590149437164
2026-06-01T08:28:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,87.41,54.620000000000005,80.239328,3.8396791672287405
2026-06-01T08:28:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,89.04,54.620000000000005,80.239328,4.030550684233403
2026-06-01T08:29:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,91.42,54.620000000000005,80.239328,4.309246518878246
2026-06-01T08:29:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,84.78,54.620000000000005,80.239328,3.531708560037171
2026-06-01T08:30:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,94.64,54.620000000000005,80.239328,4.686305589280092
2026-06-01T08:31:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,86.22,54.620000000000005,80.239328,3.7003312499063195
2026-06-01T08:31:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,84.14,54.620000000000005,80.239328,3.456765142317549
2026-06-01T08:32:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,85.43,54.620000000000005,80.239328,3.6078229686586623
2026-06-01T08:32:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,90.46,54.620000000000005,80.239328,4.1968313922988125
2026-06-01T08:33:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,89.23,54.620000000000005,80.239328,4.0527995113689155
2026-06-01T08:33:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,85.72,54.620000000000005,80.239328,3.641781704812865
2026-06-01T08:34:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,94.97,54.620000000000005,80.239328,4.724948289041772
2026-06-01T08:34:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,84.6,54.620000000000005,80.239328,3.5106307238035264
2026-06-01T08:35:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,95.78,54.620000000000005,80.239328,4.819798552093168
2026-06-01T08:35:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,102.88,54.620000000000005,80.239328,5.65120209242022
2026-06-01T08:36:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,93.28,54.620000000000005,80.239328,4.527050826625897
2026-06-01T08:37:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,92.89,54.620000000000005,80.239328,4.481382181453002
2026-06-01T08:37:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,104.75,54.620000000000005,80.239328,5.870177391069741
2026-06-01T08:38:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,98.44,54.620000000000005,80.239328,5.131282131990345
2026-06-01T08:38:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,96.11,54.620000000000005,80.239328,4.858441251854848
2026-06-01T08:39:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,83.73,54.620000000000005,80.239328,3.408754515340917
2026-06-01T08:39:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,94.86,54.620000000000005,80.239328,4.712067389121212
2026-06-01T08:40:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,91.78,54.620000000000005,80.239328,4.3514021913455325
2026-06-01T08:41:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,90.25,54.620000000000005,80.239328,4.172240583359562
2026-06-01T08:41:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,86.86,54.620000000000005,80.239328,3.775274667625941
2026-06-01T08:42:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,91.57,54.620000000000005,80.239328,4.326811382406281
2026-06-01T08:42:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,101.1,54.620000000000005,80.239328,5.442765711887523
2026-06-01T08:43:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,91.52,54.620000000000005,80.239328,4.320956427896936
2026-06-01T08:43:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,87.9,54.620000000000005,80.239328,3.8970577214203272
2026-06-01T08:44:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,86.63,54.620000000000005,80.239328,3.7483418768829515
2026-06-01T08:44:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,90.29,54.620000000000005,80.239328,4.176924546967039
2026-06-01T08:45:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,87.17,54.620000000000005,80.239328,3.811575385583883
2026-06-01T08:45:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,94.26,54.620000000000005,80.239328,4.6418079350090675
2026-06-01T08:46:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,90.32,54.620000000000005,80.239328,4.180437519672645
2026-06-01T08:46:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,99.04,54.620000000000005,80.239328,5.201541586102492
2026-06-01T08:47:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,92.07,54.620000000000005,80.239328,4.385360927499735
2026-06-01T08:47:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,96.78,54.620000000000005,80.239328,4.936897642280077
2026-06-01T08:48:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,83.71,54.620000000000005,80.239328,3.4064125335371775
2026-06-01T08:48:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,95.22,54.620000000000005,80.239328,4.754223061588499
2026-06-01T08:49:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,81.94,54.620000000000005,80.239328,3.1991471439063495
2026-06-01T08:49:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,93.28,54.620000000000005,80.239328,4.527050826625897
2026-06-01T08:50:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,98.49,54.620000000000005,80.239328,5.137137086499691
2026-06-01T08:50:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,87.82,54.620000000000005,80.239328,3.887689794205373
2026-06-01T08:51:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,81.38,54.620000000000005,80.239328,3.13357165340168
2026-06-01T08:51:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,94.5,54.620000000000005,80.239328,4.669911716653925
2026-06-01T08:52:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,96.71,54.620000000000005,80.239328,4.9287007059669925
2026-06-01T08:52:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,107.44,54.620000000000005,80.239328,6.185173943672526
2026-06-01T08:53:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,103.46,54.620000000000005,80.239328,5.7191195647286275
2026-06-01T08:53:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,80.64,54.620000000000005,80.239328,3.046918326663368
2026-06-01T08:54:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,97.87,54.620000000000005,80.239328,5.064535650583808
2026-06-01T08:55:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,90.81,54.620000000000005,80.239328,4.237816073864232
2026-06-01T08:55:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,104.16,54.620000000000005,80.239328,5.801088927859464
2026-06-01T08:56:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,90.19,54.620000000000005,80.239328,4.165214637948347
2026-06-01T08:56:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,100.05,54.620000000000005,80.239328,5.319811667191269
2026-06-01T08:57:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,94.0,54.620000000000005,80.239328,4.6113621715604705
2026-06-01T08:57:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,84.53,54.620000000000005,80.239328,3.502433787490444
2026-06-01T08:58:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,92.56,54.620000000000005,80.239328,4.442739481691322
2026-06-01T08:58:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,84.49,54.620000000000005,80.239328,3.4977498238829665
2026-06-01T08:59:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,92.59,54.620000000000005,80.239328,4.446252454396929
2026-06-01T08:59:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,93.3,54.620000000000005,80.239328,4.529392808429634
2026-06-01T09:00:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,85.94,54.620000000000005,80.239328,3.6675435046539846
2026-06-01T09:00:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,90.6,54.620000000000005,80.239328,4.213225264924979
2026-06-01T09:01:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,92.58,54.620000000000005,80.239328,4.445081463495059
2026-06-01T09:01:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,90.66,54.620000000000005,80.239328,4.220251210336195
2026-06-01T09:02:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,85.8,54.620000000000005,80.239328,3.6511496320278174
2026-06-01T09:02:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,91.29,54.620000000000005,80.239328,4.294023637153948
2026-06-01T09:03:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,92.58,54.620000000000005,80.239328,4.445081463495059
2026-06-01T09:03:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,97.92,54.620000000000005,80.239328,5.070390605093153
2026-06-01T09:04:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,89.27,54.620000000000005,80.239328,4.057483474976391
2026-06-01T09:04:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,86.65,54.620000000000005,80.239328,3.750683858686691
2026-06-01T09:05:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,85.63,54.620000000000005,80.239328,3.631242786696043
2026-06-01T09:05:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,105.64,54.620000000000005,80.239328,5.97439558133609
2026-06-01T09:06:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,93.44,54.620000000000005,80.239328,4.545786681055802
2026-06-01T09:07:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,89.78,54.620000000000005,80.239328,4.117204010971715
2026-06-01T09:08:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,101.36,54.620000000000005,80.239328,5.47321147533612
2026-06-01T09:08:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,96.44,54.620000000000005,80.239328,4.897083951616528
2026-06-01T09:09:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,90.6,54.620000000000005,80.239328,4.213225264924979
2026-06-01T09:09:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,96.13,54.620000000000005,80.239328,4.8607832336585854
2026-06-01T09:10:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,91.45,54.620000000000005,80.239328,4.312759491583853
2026-06-01T09:10:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,95.86,54.620000000000005,80.239328,4.829166479308121
2026-06-01T09:11:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,87.54,54.620000000000005,80.239328,3.85490204895304
2026-06-01T09:11:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,92.57,54.620000000000005,80.239328,4.44391047259319
2026-06-01T09:12:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,92.08,54.620000000000005,80.239328,4.386531918401605
2026-06-01T09:12:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,98.14,54.620000000000005,80.239328,5.096152404934273
2026-06-01T09:13:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,85.43,54.620000000000005,80.239328,3.6078229686586623
2026-06-01T09:13:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,87.68,54.620000000000005,80.239328,3.871295921579207
2026-06-01T09:14:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,91.09,54.620000000000005,80.239328,4.270603819116566
2026-06-01T09:14:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,93.91,54.620000000000005,80.239328,4.600823253443648
2026-06-01T09:15:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,82.99,54.620000000000005,80.239328,3.3221011886026033
2026-06-01T09:15:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,101.32,54.620000000000005,80.239328,5.4685275117286425
2026-06-01T09:16:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,97.92,54.620000000000005,80.239328,5.070390605093153
2026-06-01T09:16:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,105.62,54.620000000000005,80.239328,5.972053599532352
2026-06-01T09:17:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,91.04,54.620000000000005,80.239328,4.264748864607221
2026-06-01T09:17:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,94.29,54.620000000000005,80.239328,4.645320907714675
2026-06-01T09:18:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,97.36,54.620000000000005,80.239328,5.004815114588484
2026-06-01T09:18:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,96.71,54.620000000000005,80.239328,4.9287007059669925
2026-06-01T09:19:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,101.37,54.620000000000005,80.239328,5.474382466237989
2026-06-01T09:20:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,84.58,54.620000000000005,80.239328,3.5082887419997886
2026-06-01T09:20:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,103.82,54.620000000000005,80.239328,5.761275237195915
2026-06-01T09:21:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,86.36,54.620000000000005,80.239328,3.7167251225324867
2026-06-01T09:21:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,91.85,54.620000000000005,80.239328,4.3595991276586155
2026-06-01T09:22:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,95.88,54.620000000000005,80.239328,4.831508461111858
2026-06-01T09:22:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,101.18,54.620000000000005,80.239328,5.452133639102477
2026-06-01T09:23:00+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,101.18,54.620000000000005,80.239328,5.452133639102477
2026-06-01T09:23:30+00:00,api-gateway,http_requests_per_sec,robust_mad_3alpha,88.09,54.620000000000005,80.239328,3.9193065485558396
