timestamp,memory_usage_bytes,memory_limit_bytes,cpu_usage_percent,http_requests_per_sec,http_p99_latency_ms,http_5xx_rate,jvm_gc_pause_ms_avg,container_restart_count
2026-06-01T01:04:30Z,387032395,2147483648,13.39,30.61,36.4,0.54,57.3,0
2026-06-01T01:05:00Z,390962802,2147483648,18.92,35.58,41.4,0.0,60.3,0
2026-06-01T01:05:30Z,420181772,2147483648,20.42,52.3,52.9,0.14,42.2,0
2026-06-01T01:06:00Z,385803149,2147483648,25.41,30.68,55.8,0.0,16.8,0
2026-06-01T01:06:30Z,408154987,2147483648,8.55,33.83,35.3,1.7,54.8,0
2026-06-01T01:07:00Z,390705174,2147483648,12.24,35.52,33.0,0.0,26.4,0
2026-06-01T01:07:30Z,365790551,2147483648,30.38,32.49,78.2,0.0,66.4,0
2026-06-01T01:08:00Z,382646824,2147483648,18.13,41.99,30.0,0.0,41.8,0
2026-06-01T01:08:30Z,359080995,2147483648,24.07,31.92,47.5,2.0,48.1,0
2026-06-01T01:09:00Z,391095811,2147483648,21.48,34.65,57.2,0.82,46.2,0
2026-06-01T01:09:30Z,350074848,2147483648,5.28,37.71,34.2,0.94,77.6,0
2026-06-01T01:10:00Z,349721817,2147483648,11.99,37.97,66.6,0.0,34.4,0
2026-06-01T01:10:30Z,437551296,2147483648,24.75,33.88,30.0,1.19,32.2,0
2026-06-01T01:11:00Z,383303227,2147483648,14.49,35.79,77.5,0.53,56.5,0
2026-06-01T01:11:30Z,381908629,2147483648,34.16,34.6,67.7,0.0,1.0,0
2026-06-01T01:12:00Z,400353924,2147483648,7.14,17.79,47.1,0.0,17.1,0
2026-06-01T01:12:30Z,366400447,2147483648,7.28,38.66,60.7,0.48,80.1,0
2026-06-01T01:13:00Z,371838246,2147483648,17.25,35.98,39.2,0.7,52.7,0
2026-06-01T01:13:30Z,393450867,2147483648,9.36,34.12,67.5,0.0,36.7,0
2026-06-01T01:14:00Z,387216896,2147483648,31.59,39.42,75.1,0.0,76.9,0
2026-06-01T01:14:30Z,335547489,2147483648,20.46,25.81,32.2,0.46,63.3,0
2026-06-01T01:15:00Z,404110078,2147483648,25.42,41.14,59.2,2.0,40.4,0
2026-06-01T01:15:30Z,353128567,2147483648,7.05,31.82,45.7,0.0,40.4,0
2026-06-01T01:16:00Z,335713007,2147483648,25.78,29.9,80.6,0.76,76.3,0
2026-06-01T01:16:30Z,340073165,2147483648,27.09,29.5,31.3,2.0,52.0,0
2026-06-01T01:17:00Z,356867516,2147483648,32.27,36.55,73.3,0.0,38.2,0
2026-06-01T01:17:30Z,426472432,2147483648,25.38,31.41,54.0,0.0,28.8,0
2026-06-01T01:18:00Z,327387695,2147483648,26.68,38.27,55.0,1.01,41.0,0
2026-06-01T01:18:30Z,373183519,2147483648,20.89,27.42,37.0,0.69,26.9,0
2026-06-01T01:19:00Z,293601280,2147483648,28.25,40.61,68.9,0.0,50.3,0
2026-06-01T01:19:30Z,365732076,2147483648,19.42,33.44,86.7,0.15,20.1,0
2026-06-01T01:20:00Z,396429617,2147483648,24.39,43.66,32.6,0.1,27.7,0
2026-06-01T01:20:30Z,355856791,2147483648,17.21,36.54,75.4,0.0,14.1,0
2026-06-01T01:21:00Z,341345694,2147483648,22.13,32.28,100.1,0.0,46.4,0
2026-06-01T01:21:30Z,370747531,2147483648,19.16,33.08,30.0,2.0,42.0,0
2026-06-01T01:22:00Z,386460400,2147483648,14.34,24.81,81.7,0.38,49.7,0
2026-06-01T01:22:30Z,384532940,2147483648,14.99,33.07,56.0,0.0,52.3,0
2026-06-01T01:23:00Z,429731183,2147483648,35.52,27.94,37.4,0.0,53.8,0
2026-06-01T01:23:30Z,367445386,2147483648,9.92,30.89,30.0,1.16,42.3,0
2026-06-01T01:24:00Z,338860744,2147483648,10.69,44.96,40.2,0.67,8.7,0
2026-06-01T01:24:30Z,354697406,2147483648,22.74,28.82,48.2,0.0,51.1,0
2026-06-01T01:25:00Z,356122152,2147483648,8.77,37.01,71.0,0.88,44.2,0
2026-06-01T01:25:30Z,362059982,2147483648,13.28,36.77,30.0,0.0,66.7,0
2026-06-01T01:26:00Z,356839700,2147483648,15.66,32.57,72.2,1.49,29.4,0
2026-06-01T01:26:30Z,363658157,2147483648,35.38,33.47,30.8,1.26,57.3,0
2026-06-01T01:27:00Z,298810670,2147483648,10.05,30.63,81.5,0.0,7.9,0
2026-06-01T01:27:30Z,386091096,2147483648,13.04,43.12,47.9,2.0,33.7,0
2026-06-01T01:28:00Z,336744618,2147483648,17.34,36.78,30.0,0.0,44.4,0
2026-06-01T01:28:30Z,315649230,2147483648,19.26,39.16,49.0,1.36,49.3,0
2026-06-01T01:29:00Z,378923352,2147483648,22.43,24.92,34.2,2.0,78.5,0
2026-06-01T01:29:30Z,402643809,2147483648,10.08,33.02,76.9,0.0,58.7,0
2026-06-01T01:30:00Z,373771825,2147483648,26.76,28.22,43.2,0.0,24.3,0
2026-06-01T01:30:30Z,362177975,2147483648,34.7,39.33,34.7,0.0,72.5,0
2026-06-01T01:31:00Z,323974351,2147483648,12.0,32.27,54.4,0.0,40.8,0
2026-06-01T01:31:30Z,457214641,2147483648,19.97,29.76,94.7,0.0,59.1,0
2026-06-01T01:32:00Z,387669544,2147483648,29.21,34.12,42.7,0.0,47.8,0
2026-06-01T01:32:30Z,317178769,2147483648,20.56,34.45,39.3,0.0,40.2,0
2026-06-01T01:33:00Z,330003095,2147483648,21.55,33.12,30.0,2.0,13.4,0
2026-06-01T01:33:30Z,360613623,2147483648,9.37,41.62,73.3,0.0,44.8,0
2026-06-01T01:34:00Z,303475084,2147483648,31.19,38.5,30.0,0.31,44.7,0
2026-06-01T01:34:30Z,364156238,2147483648,18.96,34.54,34.3,1.39,44.5,0
2026-06-01T01:35:00Z,342592097,2147483648,23.24,36.55,38.7,0.0,32.8,0
2026-06-01T01:35:30Z,402026149,2147483648,27.13,31.65,56.7,0.0,72.3,0
2026-06-01T01:36:00Z,393270510,2147483648,6.65,26.29,71.3,1.25,17.1,0
2026-06-01T01:36:30Z,293601280,2147483648,20.62,33.25,30.0,1.89,51.4,0
2026-06-01T01:37:00Z,362154188,2147483648,25.25,21.33,30.2,0.0,81.1,0
2026-06-01T01:37:30Z,304693563,2147483648,23.19,37.98,63.0,0.0,35.2,0
2026-06-01T01:38:00Z,400792419,2147483648,25.18,31.06,64.0,2.0,59.8,0
2026-06-01T01:38:30Z,368528349,2147483648,35.28,23.57,61.4,0.26,45.3,0
2026-06-01T01:39:00Z,382567307,2147483648,21.84,33.81,83.5,2.0,60.8,0
2026-06-01T01:39:30Z,326860642,2147483648,28.02,46.67,95.8,0.0,33.8,0
2026-06-01T01:40:00Z,428939851,2147483648,21.21,29.67,42.7,0.19,30.8,0
2026-06-01T01:40:30Z,436489487,2147483648,12.3,32.41,30.0,0.0,11.0,0
2026-06-01T01:41:00Z,329398823,2147483648,13.77,35.51,30.0,0.0,21.8,0
2026-06-01T01:41:30Z,380629392,2147483648,35.19,27.03,36.7,0.0,47.0,0
2026-06-01T01:42:00Z,344965866,2147483648,16.11,40.79,62.1,0.0,41.6,0
2026-06-01T01:42:30Z,368691975,2147483648,18.37,31.07,30.0,1.65,20.1,0
2026-06-01T01:43:00Z,326239309,2147483648,8.74,34.67,42.8,2.0,31.3,0
2026-06-01T01:43:30Z,436939886,2147483648,21.16,37.3,54.4,0.0,67.8,0
2026-06-01T01:44:00Z,338754487,2147483648,8.22,32.32,63.1,0.0,76.9,0
2026-06-01T01:44:30Z,363430857,2147483648,13.36,36.56,90.9,0.8,39.8,0
2026-06-01T01:45:00Z,392494990,2147483648,23.18,24.93,98.0,0.0,1.0,0
2026-06-01T01:45:30Z,353458251,2147483648,10.41,25.75,30.0,0.0,38.9,0
2026-06-01T01:46:00Z,368956407,2147483648,12.49,33.82,30.0,1.41,60.1,0
2026-06-01T01:46:30Z,358843267,2147483648,29.78,29.32,76.1,0.0,57.4,0
2026-06-01T01:47:00Z,375165858,2147483648,23.93,29.6,85.4,2.0,40.4,0
2026-06-01T01:47:30Z,340161450,2147483648,25.61,32.76,50.2,0.53,53.1,0
2026-06-01T01:48:00Z,367120566,2147483648,28.04,35.84,57.0,0.0,39.6,0
2026-06-01T01:48:30Z,376553948,2147483648,13.33,39.36,57.2,2.0,84.7,0
2026-06-01T01:49:00Z,373484264,2147483648,13.93,42.43,41.1,0.52,7.6,0
2026-06-01T01:49:30Z,388541781,2147483648,8.37,39.96,74.3,0.0,39.0,0
2026-06-01T01:50:00Z,377714542,2147483648,18.39,37.53,30.0,0.0,25.1,0
2026-06-01T01:50:30Z,415772565,2147483648,18.71,28.45,30.0,0.0,24.5,0
2026-06-01T01:51:00Z,379555930,2147483648,21.67,28.2,82.0,0.0,23.9,0
2026-06-01T01:51:30Z,387562247,2147483648,15.52,26.42,53.5,2.0,20.9,0
2026-06-01T01:52:00Z,370573396,2147483648,28.05,30.53,30.0,0.0,1.0,0
2026-06-01T01:52:30Z,376926020,2147483648,27.23,33.9,30.0,1.94,89.2,0
2026-06-01T01:53:00Z,352626590,2147483648,26.58,42.88,95.7,0.0,1.5,0
2026-06-01T01:53:30Z,416586560,2147483648,3.19,29.0,64.2,0.0,30.4,0
2026-06-01T01:54:00Z,360000601,2147483648,12.88,35.91,30.0,0.0,17.6,0
2026-06-01T01:54:30Z,375456725,2147483648,20.41,29.89,30.0,0.14,13.1,0
2026-06-01T01:55:00Z,415720476,2147483648,7.08,32.29,43.9,1.39,41.6,0
2026-06-01T01:55:30Z,418833355,2147483648,20.07,23.56,72.3,0.0,36.1,0
2026-06-01T01:56:00Z,392345711,2147483648,30.12,44.88,65.1,0.0,59.8,0
2026-06-01T01:56:30Z,337290828,2147483648,12.36,33.76,30.0,0.0,19.0,0
2026-06-01T01:57:00Z,424306359,2147483648,21.3,32.43,89.2,0.0,45.4,0
2026-06-01T01:57:30Z,420303123,2147483648,16.69,32.82,71.4,1.78,3.6,0
2026-06-01T01:58:00Z,363420695,2147483648,30.32,25.22,42.3,0.0,43.6,0
2026-06-01T01:58:30Z,441455453,2147483648,28.32,36.87,30.0,0.0,70.7,0
2026-06-01T01:59:00Z,391599213,2147483648,39.82,34.38,43.5,0.72,45.7,0
2026-06-01T01:59:30Z,378366904,2147483648,21.65,37.1,67.9,0.55,71.4,0
2026-06-01T02:00:00Z,422780974,2147483648,10.45,40.71,30.0,0.04,38.8,0
2026-06-01T02:00:30Z,414830846,2147483648,27.4,36.54,70.2,0.0,40.4,0
2026-06-01T02:01:00Z,429814933,2147483648,17.26,30.02,62.4,0.0,35.4,0
2026-06-01T02:01:30Z,368165437,2147483648,18.52,30.96,37.9,0.0,29.2,0
2026-06-01T02:02:00Z,489434816,2147483648,29.62,25.12,62.3,2.0,40.8,0
2026-06-01T02:02:30Z,406549346,2147483648,13.45,44.47,81.5,0.0,62.4,0
2026-06-01T02:03:00Z,375384329,2147483648,30.76,25.33,57.0,0.0,74.3,0
2026-06-01T02:03:30Z,452555144,2147483648,11.77,38.66,30.0,1.22,44.0,0
2026-06-01T02:04:00Z,420092927,2147483648,30.5,27.83,43.7,2.0,33.2,0
2026-06-01T02:04:30Z,445487559,2147483648,17.76,33.73,34.2,0.54,72.2,0
2026-06-01T02:05:00Z,423827591,2147483648,19.25,32.26,46.2,0.0,67.2,0
2026-06-01T02:05:30Z,435208187,2147483648,16.92,27.32,85.6,0.0,65.1,0
2026-06-01T02:06:00Z,447474117,2147483648,27.95,37.02,30.0,0.0,42.4,0
2026-06-01T02:06:30Z,414298860,2147483648,15.19,36.08,105.8,0.0,28.0,0
2026-06-01T02:07:00Z,465732847,2147483648,29.81,32.94,30.0,0.82,66.9,0
2026-06-01T02:07:30Z,427060256,2147483648,14.59,36.71,125.2,1.59,82.7,0
2026-06-01T02:08:00Z,414581006,2147483648,19.84,41.21,83.3,0.0,42.7,0
2026-06-01T02:08:30Z,449211950,2147483648,22.24,26.38,50.4,1.15,74.0,0
2026-06-01T02:09:00Z,463569457,2147483648,30.06,29.61,32.2,0.82,75.3,0
2026-06-01T02:09:30Z,441432856,2147483648,20.41,25.19,61.1,0.0,78.2,0
2026-06-01T02:10:00Z,420699487,2147483648,20.08,28.16,30.0,1.92,46.0,0
2026-06-01T02:10:30Z,473995662,2147483648,24.02,30.5,30.0,1.52,68.0,0
2026-06-01T02:11:00Z,392084617,2147483648,17.99,30.55,94.2,0.0,66.4,0
2026-06-01T02:11:30Z,418985354,2147483648,16.68,32.3,46.1,1.42,61.0,0
2026-06-01T02:12:00Z,457793951,2147483648,33.06,40.25,52.4,0.52,70.7,0
2026-06-01T02:12:30Z,410093278,2147483648,29.97,36.35,30.0,0.95,38.0,0
2026-06-01T02:13:00Z,460003614,2147483648,15.14,29.85,38.1,0.0,36.7,0
2026-06-01T02:13:30Z,458369929,2147483648,20.49,34.6,30.0,0.0,1.0,0
2026-06-01T02:14:00Z,492984350,2147483648,5.22,28.85,30.1,0.0,65.9,0
2026-06-01T02:14:30Z,430720262,2147483648,26.39,36.72,30.1,1.27,51.8,0
2026-06-01T02:15:00Z,442010983,2147483648,22.65,29.49,30.0,1.41,67.0,0
2026-06-01T02:15:30Z,476728368,2147483648,19.59,30.92,89.3,0.0,36.7,0
2026-06-01T02:16:00Z,380170304,2147483648,11.19,24.46,30.0,1.32,54.8,0
2026-06-01T02:16:30Z,575772487,2147483648,22.32,28.93,53.8,1.0,69.5,0
2026-06-01T02:17:00Z,443871420,2147483648,24.0,41.63,73.3,0.0,40.6,0
2026-06-01T02:17:30Z,443799649,2147483648,17.03,18.47,83.7,2.0,37.3,0
2026-06-01T02:18:00Z,500468811,2147483648,24.96,30.83,61.4,0.0,25.4,0
2026-06-01T02:18:30Z,469885822,2147483648,10.92,28.0,30.0,0.0,41.3,0
2026-06-01T02:19:00Z,409914988,2147483648,15.41,28.45,79.6,0.0,34.6,0
2026-06-01T02:19:30Z,495016339,2147483648,13.3,37.58,53.1,0.55,10.8,0
2026-06-01T02:20:00Z,503854231,2147483648,18.65,27.2,76.3,0.0,19.1,0
2026-06-01T02:20:30Z,458972672,2147483648,30.63,23.15,65.1,0.0,37.2,0
2026-06-01T02:21:00Z,465631670,2147483648,21.81,29.9,62.8,0.4,84.7,0
2026-06-01T02:21:30Z,493225616,2147483648,27.03,30.23,50.7,0.0,60.9,0
2026-06-01T02:22:00Z,445098401,2147483648,21.11,34.18,46.2,0.0,13.2,0
2026-06-01T02:22:30Z,492899474,2147483648,16.92,37.99,30.0,1.64,32.9,0
2026-06-01T02:23:00Z,485141649,2147483648,29.67,34.51,30.0,0.0,63.9,0
2026-06-01T02:23:30Z,455113633,2147483648,20.47,35.14,53.8,0.0,64.3,0
2026-06-01T02:24:00Z,430542136,2147483648,30.31,27.43,53.7,0.7,42.5,0
2026-06-01T02:24:30Z,471857917,2147483648,28.86,26.32,56.3,2.0,51.8,0
2026-06-01T02:25:00Z,449561419,2147483648,11.57,32.14,60.4,1.82,31.8,0
2026-06-01T02:25:30Z,515655983,2147483648,2.13,33.44,47.0,0.0,72.0,0
2026-06-01T02:26:00Z,486013113,2147483648,21.49,34.86,31.9,2.0,80.7,0
2026-06-01T02:26:30Z,508664408,2147483648,10.9,33.28,30.0,1.19,46.2,0
2026-06-01T02:27:00Z,486282145,2147483648,12.37,27.78,52.6,0.0,50.8,0
2026-06-01T02:27:30Z,491008256,2147483648,10.14,27.01,35.5,0.0,59.0,0
2026-06-01T02:28:00Z,454595345,2147483648,14.28,36.72,30.0,0.4,64.7,0
2026-06-01T02:28:30Z,505532675,2147483648,20.54,35.04,40.6,0.0,78.9,0
2026-06-01T02:29:00Z,544723177,2147483648,20.6,21.01,54.5,0.87,77.4,0
2026-06-01T02:29:30Z,471484336,2147483648,42.1,33.14,30.0,0.0,55.8,0
