timestamp,http_requests_per_sec,http_p99_latency_ms,http_5xx_rate,upstream_timeout_rate
2026-06-01T02:42:30Z,13.28,50.0,0.3,0.25
2026-06-01T02:43:00Z,11.82,40.6,0.02,0.06
2026-06-01T02:43:30Z,13.66,74.0,0.01,0.14
2026-06-01T02:44:00Z,10.15,79.7,0.22,0.04
2026-06-01T02:44:30Z,12.77,40.0,0.04,0.08
2026-06-01T02:45:00Z,14.08,50.2,0.06,0.3
2026-06-01T02:45:30Z,14.37,47.6,0.26,0.44
2026-06-01T02:46:00Z,10.94,64.5,0.35,0.21
2026-06-01T02:46:30Z,15.05,40.0,0.39,0.36
2026-06-01T02:47:00Z,10.55,40.0,0.37,0.4
2026-06-01T02:47:30Z,11.36,69.7,0.24,0.03
2026-06-01T02:48:00Z,12.84,40.0,0.06,0.24
2026-06-01T02:48:30Z,10.86,97.7,0.08,0.16
2026-06-01T02:49:00Z,12.26,51.3,0.32,0.21
2026-06-01T02:49:30Z,12.2,94.4,0.25,0.5
2026-06-01T02:50:00Z,16.59,55.8,0.07,0.15
2026-06-01T02:50:30Z,14.68,98.6,0.32,0.15
2026-06-01T02:51:00Z,12.25,63.2,0.2,0.16
2026-06-01T02:51:30Z,8.82,51.2,0.35,0.22
2026-06-01T02:52:00Z,14.04,42.8,0.35,0.14
2026-06-01T02:52:30Z,12.6,49.0,0.0,0.24
2026-06-01T02:53:00Z,11.82,82.5,0.28,0.08
2026-06-01T02:53:30Z,14.15,41.7,0.1,0.49
2026-06-01T02:54:00Z,9.89,51.9,0.23,0.42
2026-06-01T02:54:30Z,11.7,76.0,0.04,0.49
2026-06-01T02:55:00Z,15.31,86.5,0.3,0.48
2026-06-01T02:55:30Z,13.89,101.6,0.32,0.34
2026-06-01T02:56:00Z,8.83,58.2,0.22,0.2
2026-06-01T02:56:30Z,13.93,78.0,0.07,0.26
2026-06-01T02:57:00Z,14.71,47.4,0.09,0.4
2026-06-01T02:57:30Z,10.5,50.8,0.28,0.41
2026-06-01T02:58:00Z,13.4,40.0,0.32,0.09
2026-06-01T02:58:30Z,12.97,68.5,0.23,0.5
2026-06-01T02:59:00Z,9.85,40.0,0.3,0.45
2026-06-01T02:59:30Z,11.65,40.0,0.06,0.14
2026-06-01T03:00:00Z,12.7,40.0,0.31,0.39
2026-06-01T03:00:30Z,14.17,54.1,0.19,0.03
2026-06-01T03:01:00Z,12.67,48.2,0.16,0.45
2026-06-01T03:01:30Z,12.64,40.0,0.34,0.5
2026-06-01T03:02:00Z,16.36,74.1,0.24,0.26
2026-06-01T03:02:30Z,13.17,65.8,0.03,0.24
2026-06-01T03:03:00Z,15.33,90.0,0.19,0.48
2026-06-01T03:03:30Z,11.89,40.0,0.22,0.21
2026-06-01T03:04:00Z,14.8,68.5,0.01,0.47
2026-06-01T03:04:30Z,9.29,76.7,0.17,0.45
2026-06-01T03:05:00Z,7.67,48.7,0.03,0.01
2026-06-01T03:05:30Z,13.08,67.5,0.12,0.38
2026-06-01T03:06:00Z,9.64,60.4,0.33,0.3
2026-06-01T03:06:30Z,9.4,71.3,0.2,0.1
2026-06-01T03:07:00Z,12.58,48.5,0.18,0.36
2026-06-01T03:07:30Z,13.59,51.3,0.23,0.35
2026-06-01T03:08:00Z,13.1,46.5,0.17,0.43
2026-06-01T03:08:30Z,13.99,76.2,0.07,0.12
2026-06-01T03:09:00Z,11.52,71.3,0.11,0.08
2026-06-01T03:09:30Z,13.29,82.3,0.06,0.21
2026-06-01T03:10:00Z,11.15,43.7,0.36,0.05
2026-06-01T03:10:30Z,11.35,62.5,0.24,0.42
2026-06-01T03:11:00Z,12.5,73.2,0.28,0.42
2026-06-01T03:11:30Z,11.4,43.5,0.33,0.05
2026-06-01T03:12:00Z,14.04,73.9,0.36,0.49
2026-06-01T03:12:30Z,11.76,93.0,0.14,0.07
2026-06-01T03:13:00Z,8.97,50.6,0.17,0.05
2026-06-01T03:13:30Z,11.2,47.8,0.17,0.08
2026-06-01T03:14:00Z,14.49,40.0,0.09,0.15
2026-06-01T03:14:30Z,10.94,60.5,0.28,0.35
2026-06-01T03:15:00Z,11.05,61.8,0.04,0.39
2026-06-01T03:15:30Z,18.29,47.0,0.29,0.09
2026-06-01T03:16:00Z,13.37,67.4,0.01,0.27
2026-06-01T03:16:30Z,12.63,79.9,0.14,0.16
2026-06-01T03:17:00Z,13.12,85.4,0.29,0.49
2026-06-01T03:17:30Z,12.74,49.4,0.32,0.16
2026-06-01T03:18:00Z,9.02,61.1,0.4,0.04
2026-06-01T03:18:30Z,12.22,40.0,0.12,0.12
2026-06-01T03:19:00Z,13.37,40.0,0.32,0.11
2026-06-01T03:19:30Z,12.8,40.5,0.17,0.09
2026-06-01T03:20:00Z,11.11,88.5,0.04,0.36
2026-06-01T03:20:30Z,11.79,66.7,0.03,0.45
2026-06-01T03:21:00Z,13.17,73.2,0.14,0.22
2026-06-01T03:21:30Z,10.56,49.7,0.27,0.45
2026-06-01T03:22:00Z,12.24,40.0,0.39,0.32
2026-06-01T03:22:30Z,13.69,40.0,0.08,0.07
2026-06-01T03:23:00Z,10.05,40.0,0.23,0.36
2026-06-01T03:23:30Z,9.38,59.0,0.3,0.26
2026-06-01T03:24:00Z,8.34,60.7,0.21,0.0
2026-06-01T03:24:30Z,11.8,40.0,0.12,0.04
2026-06-01T03:25:00Z,10.32,77.2,0.03,0.14
2026-06-01T03:25:30Z,10.92,50.9,0.17,0.2
2026-06-01T03:26:00Z,14.63,52.7,0.19,0.26
2026-06-01T03:26:30Z,9.3,60.0,0.21,0.16
2026-06-01T03:27:00Z,9.2,83.0,0.31,0.02
2026-06-01T03:27:30Z,11.21,87.1,0.34,0.03
2026-06-01T03:28:00Z,11.35,40.0,0.4,0.1
2026-06-01T03:28:30Z,13.39,64.6,0.24,0.48
2026-06-01T03:29:00Z,14.75,70.4,0.27,0.35
2026-06-01T03:29:30Z,15.02,76.9,0.27,0.28
2026-06-01T03:30:00Z,13.51,60.8,0.08,0.22
2026-06-01T03:30:30Z,13.39,76.2,0.31,0.36
2026-06-01T03:31:00Z,13.53,57.6,0.22,0.26
2026-06-01T03:31:30Z,13.03,70.7,0.39,0.28
2026-06-01T03:32:00Z,12.45,40.0,0.23,0.35
2026-06-01T03:32:30Z,8.85,71.2,0.0,0.11
2026-06-01T03:33:00Z,12.26,87.6,0.11,0.26
2026-06-01T03:33:30Z,8.35,88.2,0.27,0.06
2026-06-01T03:34:00Z,10.36,74.6,0.19,0.25
2026-06-01T03:34:30Z,10.07,73.0,0.32,0.41
2026-06-01T03:35:00Z,9.91,40.0,0.15,0.4
2026-06-01T03:35:30Z,12.44,41.0,0.14,0.37
2026-06-01T03:36:00Z,13.43,64.9,0.21,0.43
2026-06-01T03:36:30Z,14.71,49.6,0.03,0.18
2026-06-01T03:37:00Z,9.56,59.5,0.3,0.23
2026-06-01T03:37:30Z,14.68,62.9,0.07,0.49
2026-06-01T03:38:00Z,11.98,74.2,0.39,0.11
2026-06-01T03:38:30Z,13.11,40.0,0.03,0.1
2026-06-01T03:39:00Z,13.55,56.6,0.08,0.33
2026-06-01T03:39:30Z,13.56,101.5,0.04,0.25
2026-06-01T03:40:00Z,14.2,56.4,0.2,0.16
2026-06-01T03:40:30Z,13.09,63.2,0.32,0.25
2026-06-01T03:41:00Z,11.08,64.9,0.25,0.43
2026-06-01T03:41:30Z,11.18,63.7,0.21,0.12
2026-06-01T03:42:00Z,14.68,81.7,0.29,0.41
2026-06-01T03:42:30Z,12.11,51.9,0.25,0.18
2026-06-01T03:43:00Z,16.16,40.0,0.35,0.11
2026-06-01T03:43:30Z,10.05,40.0,0.28,0.29
