timestamp,http_requests_per_sec,http_p99_latency_ms,cpu_usage_percent,http_5xx_rate
2026-06-01T00:49:30Z,28.27,48.6,24.96,0.49
2026-06-01T00:50:00Z,29.89,20.0,16.85,0.0
2026-06-01T00:50:30Z,27.21,20.0,22.13,1.5
2026-06-01T00:51:00Z,30.77,37.7,10.51,0.0
2026-06-01T00:51:30Z,24.71,52.7,19.09,0.0
2026-06-01T00:52:00Z,26.89,20.0,12.85,1.45
2026-06-01T00:52:30Z,27.22,20.0,23.76,0.0
2026-06-01T00:53:00Z,32.35,38.8,9.54,1.26
2026-06-01T00:53:30Z,21.0,80.1,31.14,0.31
2026-06-01T00:54:00Z,32.12,37.3,26.35,0.0
2026-06-01T00:54:30Z,25.2,54.9,5.09,0.0
2026-06-01T00:55:00Z,30.55,49.1,22.96,1.17
2026-06-01T00:55:30Z,30.99,63.2,25.6,0.0
2026-06-01T00:56:00Z,35.87,48.9,15.78,0.29
2026-06-01T00:56:30Z,27.26,65.4,15.16,0.7
2026-06-01T00:57:00Z,30.44,41.3,6.15,0.0
2026-06-01T00:57:30Z,30.23,65.9,20.4,0.52
2026-06-01T00:58:00Z,30.56,57.9,20.37,0.26
2026-06-01T00:58:30Z,30.89,39.7,11.0,0.0
2026-06-01T00:59:00Z,27.29,36.3,13.63,1.5
2026-06-01T00:59:30Z,27.19,20.0,12.59,1.01
2026-06-01T01:00:00Z,27.81,56.4,14.85,0.0
2026-06-01T01:00:30Z,29.43,33.9,12.41,0.0
2026-06-01T01:01:00Z,25.08,40.1,20.85,0.32
2026-06-01T01:01:30Z,29.06,20.0,14.97,0.0
2026-06-01T01:02:00Z,32.61,23.5,17.89,0.0
2026-06-01T01:02:30Z,28.62,23.6,25.73,0.0
2026-06-01T01:03:00Z,25.79,42.2,20.72,0.0
2026-06-01T01:03:30Z,25.54,45.4,17.42,0.43
2026-06-01T01:04:00Z,27.86,32.4,7.09,0.01
2026-06-01T01:04:30Z,31.61,55.9,19.66,0.0
2026-06-01T01:05:00Z,22.83,43.2,30.37,0.55
2026-06-01T01:05:30Z,19.25,30.9,11.97,0.0
2026-06-01T01:06:00Z,32.01,39.5,3.13,0.95
2026-06-01T01:06:30Z,26.97,48.5,22.1,0.13
2026-06-01T01:07:00Z,24.47,26.2,25.19,0.68
2026-06-01T01:07:30Z,23.34,29.2,16.41,0.0
2026-06-01T01:08:00Z,28.1,20.0,37.6,0.22
2026-06-01T01:08:30Z,32.62,20.0,20.57,1.5
2026-06-01T01:09:00Z,26.82,20.0,18.0,0.64
2026-06-01T01:09:30Z,29.88,50.8,24.63,0.0
2026-06-01T01:10:00Z,31.09,20.0,12.58,0.0
2026-06-01T01:10:30Z,34.46,30.9,32.07,0.0
2026-06-01T01:11:00Z,28.87,26.5,13.29,0.17
2026-06-01T01:11:30Z,27.87,64.0,11.25,0.0
2026-06-01T01:12:00Z,25.45,20.0,22.33,0.28
2026-06-01T01:12:30Z,28.43,58.6,19.39,0.0
2026-06-01T01:13:00Z,32.12,43.9,17.25,0.0
2026-06-01T01:13:30Z,26.93,31.4,23.77,0.91
2026-06-01T01:14:00Z,33.28,22.9,10.66,1.5
2026-06-01T01:14:30Z,27.67,27.4,8.53,0.93
2026-06-01T01:15:00Z,28.19,20.0,22.59,0.0
2026-06-01T01:15:30Z,28.47,32.8,20.3,1.5
2026-06-01T01:16:00Z,25.18,34.1,12.23,1.41
2026-06-01T01:16:30Z,23.66,20.0,19.64,0.0
2026-06-01T01:17:00Z,33.62,45.0,18.03,0.14
2026-06-01T01:17:30Z,29.23,36.6,18.62,0.0
2026-06-01T01:18:00Z,24.98,24.9,23.4,0.0
2026-06-01T01:18:30Z,27.87,63.5,20.48,0.0
2026-06-01T01:19:00Z,21.58,27.7,10.42,0.0
2026-06-01T01:19:30Z,27.37,41.5,19.43,1.5
2026-06-01T01:20:00Z,26.16,55.9,27.4,0.0
2026-06-01T01:20:30Z,25.1,20.0,10.73,0.0
2026-06-01T01:21:00Z,28.2,55.0,2.0,0.0
2026-06-01T01:21:30Z,27.37,53.3,11.7,0.0
2026-06-01T01:22:00Z,19.74,33.7,22.57,0.0
2026-06-01T01:22:30Z,22.75,20.2,26.1,0.0
2026-06-01T01:23:00Z,22.7,36.0,16.85,0.0
2026-06-01T01:23:30Z,23.61,54.8,17.54,0.64
2026-06-01T01:24:00Z,34.5,43.8,16.71,0.0
2026-06-01T01:24:30Z,33.7,38.5,2.31,1.5
2026-06-01T01:25:00Z,29.16,20.0,17.35,0.58
2026-06-01T01:25:30Z,20.61,35.2,21.76,0.76
2026-06-01T01:26:00Z,28.74,44.3,10.42,0.0
2026-06-01T01:26:30Z,24.73,49.4,20.81,0.0
2026-06-01T01:27:00Z,24.78,20.0,7.94,0.0
2026-06-01T01:27:30Z,32.98,33.6,20.95,1.5
2026-06-01T01:28:00Z,25.51,36.0,14.06,1.25
2026-06-01T01:28:30Z,35.28,23.2,16.22,1.11
2026-06-01T01:29:00Z,20.66,42.9,29.47,0.0
2026-06-01T01:29:30Z,30.29,67.4,16.78,0.0
2026-06-01T01:30:00Z,32.3,37.9,10.28,1.5
2026-06-01T01:30:30Z,24.36,72.7,22.26,0.0
2026-06-01T01:31:00Z,25.72,27.2,18.37,0.0
2026-06-01T01:31:30Z,29.62,32.3,15.84,0.0
2026-06-01T01:32:00Z,26.13,57.4,18.31,0.0
2026-06-01T01:32:30Z,20.59,50.6,25.81,0.1
2026-06-01T01:33:00Z,23.31,50.6,12.92,0.0
2026-06-01T01:33:30Z,33.05,20.0,16.83,0.96
2026-06-01T01:34:00Z,26.51,54.3,13.36,0.61
2026-06-01T01:34:30Z,23.17,31.4,18.31,0.71
2026-06-01T01:35:00Z,28.08,20.0,16.66,0.87
2026-06-01T01:35:30Z,26.06,24.4,6.68,1.27
2026-06-01T01:36:00Z,24.61,20.0,12.56,1.1
2026-06-01T01:36:30Z,20.76,79.6,24.07,0.0
2026-06-01T01:37:00Z,17.45,22.1,14.22,1.5
2026-06-01T01:37:30Z,30.29,32.9,18.87,0.0
2026-06-01T01:38:00Z,31.36,59.2,19.08,0.11
2026-06-01T01:38:30Z,25.18,20.0,10.26,0.0
2026-06-01T01:39:00Z,24.93,20.0,9.19,0.0
2026-06-01T01:39:30Z,25.02,20.0,6.12,1.02
2026-06-01T01:40:00Z,22.09,31.1,4.2,0.86
2026-06-01T01:40:30Z,25.0,36.5,20.87,0.47
2026-06-01T01:41:00Z,31.32,22.0,2.67,0.0
2026-06-01T01:41:30Z,26.99,62.5,9.67,0.0
2026-06-01T01:42:00Z,26.87,20.6,14.93,0.0
2026-06-01T01:42:30Z,23.19,36.5,20.27,1.41
2026-06-01T01:43:00Z,33.22,20.0,34.05,0.0
2026-06-01T01:43:30Z,27.12,37.4,16.21,1.5
2026-06-01T01:44:00Z,34.87,57.6,19.46,0.21
2026-06-01T01:44:30Z,26.69,45.2,10.28,1.01
2026-06-01T01:45:00Z,20.95,38.0,4.91,0.12
2026-06-01T01:45:30Z,28.73,20.0,19.22,0.95
2026-06-01T01:46:00Z,23.54,32.3,18.32,0.0
2026-06-01T01:46:30Z,27.82,61.0,32.46,0.0
2026-06-01T01:47:00Z,29.0,36.2,21.22,0.0
2026-06-01T01:47:30Z,30.16,26.5,28.53,0.0
2026-06-01T01:48:00Z,25.17,34.5,30.57,0.39
2026-06-01T01:48:30Z,25.77,53.8,8.75,0.0
2026-06-01T01:49:00Z,30.82,52.8,26.39,1.5
2026-06-01T01:49:30Z,27.62,27.4,23.09,0.39
2026-06-01T01:50:00Z,25.84,29.1,24.19,0.0
2026-06-01T01:50:30Z,25.63,55.6,12.99,0.0
2026-06-01T01:51:00Z,26.69,20.0,18.44,0.0
2026-06-01T01:51:30Z,25.37,20.0,14.3,0.47
2026-06-01T01:52:00Z,23.66,58.0,11.3,0.0
2026-06-01T01:52:30Z,22.92,46.2,18.22,0.0
2026-06-01T01:53:00Z,20.64,29.9,26.08,1.5
2026-06-01T01:53:30Z,26.84,58.4,30.68,0.32
2026-06-01T01:54:00Z,28.32,53.7,15.45,0.0
2026-06-01T01:54:30Z,29.03,20.0,32.18,0.0
2026-06-01T01:55:00Z,17.71,97.8,19.42,0.49
2026-06-01T01:55:30Z,21.95,51.5,7.92,0.35
2026-06-01T01:56:00Z,22.45,38.0,28.48,0.0
2026-06-01T01:56:30Z,29.1,34.8,17.84,0.0
2026-06-01T01:57:00Z,39.19,24.2,18.94,0.0
2026-06-01T01:57:30Z,26.44,20.0,10.58,0.38
2026-06-01T01:58:00Z,23.0,63.4,20.51,0.0
2026-06-01T01:58:30Z,18.09,20.0,17.4,0.0
2026-06-01T01:59:00Z,27.64,58.9,30.71,0.0
2026-06-01T01:59:30Z,25.91,55.4,20.38,0.6
2026-06-01T02:00:00Z,31.84,20.0,29.27,0.6
2026-06-01T02:00:30Z,26.52,20.0,16.5,0.0
2026-06-01T02:01:00Z,22.5,20.0,22.84,0.0
2026-06-01T02:01:30Z,23.37,41.0,25.96,0.0
2026-06-01T02:02:00Z,25.55,20.0,24.48,0.13
2026-06-01T02:02:30Z,20.36,62.5,22.4,1.31
2026-06-01T02:03:00Z,23.85,38.7,24.05,0.44
2026-06-01T02:03:30Z,19.99,63.8,32.36,0.16
2026-06-01T02:04:00Z,25.29,63.4,14.42,0.85
2026-06-01T02:04:30Z,22.4,52.0,27.02,0.0
2026-06-01T02:05:00Z,25.12,32.6,10.32,0.0
2026-06-01T02:05:30Z,26.69,20.0,13.13,0.0
2026-06-01T02:06:00Z,25.6,25.0,14.2,0.45
2026-06-01T02:06:30Z,24.64,53.5,9.99,1.04
2026-06-01T02:07:00Z,18.52,37.7,15.93,0.61
2026-06-01T02:07:30Z,25.86,28.1,14.67,0.0
2026-06-01T02:08:00Z,25.59,71.5,20.25,0.0
2026-06-01T02:08:30Z,17.94,20.0,29.23,0.0
2026-06-01T02:09:00Z,22.89,20.0,20.32,0.25
2026-06-01T02:09:30Z,23.14,60.3,30.61,0.0
2026-06-01T02:10:00Z,18.22,24.4,26.51,0.0
2026-06-01T02:10:30Z,23.57,28.6,17.46,0.0
2026-06-01T02:11:00Z,30.51,39.2,13.04,0.67
2026-06-01T02:11:30Z,28.32,50.4,32.36,0.0
2026-06-01T02:12:00Z,26.1,33.6,18.56,0.0
2026-06-01T02:12:30Z,28.76,40.6,7.06,1.2
2026-06-01T02:13:00Z,16.5,20.0,8.35,0.0
2026-06-01T02:13:30Z,29.33,26.6,10.69,0.46
2026-06-01T02:14:00Z,25.23,20.0,21.9,0.0
2026-06-01T02:14:30Z,28.97,44.0,9.65,0.48
2026-06-01T02:15:00Z,22.0,58.9,33.06,1.5
2026-06-01T02:15:30Z,25.49,20.0,20.3,0.0
2026-06-01T02:16:00Z,29.12,25.6,18.73,0.0
2026-06-01T02:16:30Z,24.36,39.2,8.28,0.0
2026-06-01T02:17:00Z,25.97,20.0,26.38,0.0
2026-06-01T02:17:30Z,35.18,43.0,10.7,1.02
2026-06-01T02:18:00Z,26.49,27.3,28.08,0.33
2026-06-01T02:18:30Z,30.27,20.0,17.49,1.49
2026-06-01T02:19:00Z,27.05,75.5,18.28,0.68
2026-06-01T02:19:30Z,33.47,66.3,11.44,0.47
2026-06-01T02:20:00Z,23.92,56.2,27.6,0.0
2026-06-01T02:20:30Z,28.39,31.4,6.73,0.3
2026-06-01T02:21:00Z,20.94,31.7,28.5,0.0
2026-06-01T02:21:30Z,30.2,35.5,18.53,0.03
2026-06-01T02:22:00Z,37.35,20.0,26.02,0.0
2026-06-01T02:22:30Z,22.82,54.0,20.85,0.0
2026-06-01T02:23:00Z,20.1,48.0,19.48,0.0
2026-06-01T02:23:30Z,23.96,23.3,29.44,0.0
2026-06-01T02:24:00Z,32.68,40.9,12.67,0.0
2026-06-01T02:24:30Z,13.32,25.8,7.53,1.5
2026-06-01T02:25:00Z,27.16,49.1,18.79,1.42
2026-06-01T02:25:30Z,22.69,20.0,18.51,0.13
2026-06-01T02:26:00Z,27.84,38.8,23.01,0.13
2026-06-01T02:26:30Z,29.2,38.7,15.49,0.0
2026-06-01T02:27:00Z,22.26,43.3,25.57,0.0
2026-06-01T02:27:30Z,24.62,42.6,17.94,0.33
2026-06-01T02:28:00Z,22.5,44.8,28.28,0.0
2026-06-01T02:28:30Z,19.92,80.3,20.15,0.0
2026-06-01T02:29:00Z,24.79,20.0,22.73,0.0
2026-06-01T02:29:30Z,13.51,20.0,8.48,0.26
2026-06-01T02:30:00Z,29.35,53.5,25.95,0.0
2026-06-01T02:30:30Z,24.48,59.5,29.48,0.8
2026-06-01T02:31:00Z,27.57,34.7,10.41,0.0
2026-06-01T02:31:30Z,22.59,46.8,14.45,0.62
2026-06-01T02:32:00Z,20.82,45.1,6.6,0.2
2026-06-01T02:32:30Z,27.77,28.5,12.33,0.81
2026-06-01T02:33:00Z,34.82,52.5,13.27,0.0
2026-06-01T02:33:30Z,26.08,48.6,15.32,0.0
2026-06-01T02:34:00Z,19.02,56.8,16.72,0.0
2026-06-01T02:34:30Z,20.84,46.5,18.53,0.41
2026-06-01T02:35:00Z,27.94,52.3,20.59,0.0
2026-06-01T02:35:30Z,25.24,25.7,17.89,0.14
2026-06-01T02:36:00Z,25.09,42.8,15.87,1.24
2026-06-01T02:36:30Z,32.27,34.0,5.58,1.5
2026-06-01T02:37:00Z,23.13,25.4,24.75,1.5
2026-06-01T02:37:30Z,27.82,57.8,17.63,0.0
2026-06-01T02:38:00Z,25.95,79.5,26.86,0.0
2026-06-01T02:38:30Z,24.78,50.8,35.01,0.17
2026-06-01T02:39:00Z,24.45,20.0,14.83,0.0
2026-06-01T02:39:30Z,26.15,94.0,22.97,1.14
2026-06-01T02:40:00Z,22.54,55.1,8.18,1.19
2026-06-01T02:40:30Z,21.05,42.1,4.52,0.97
2026-06-01T02:41:00Z,28.53,20.0,12.9,0.37
2026-06-01T02:41:30Z,24.89,58.1,33.48,0.0
2026-06-01T02:42:00Z,30.79,20.0,3.7,1.39
2026-06-01T02:42:30Z,21.33,30.5,29.1,0.72
2026-06-01T02:43:00Z,23.95,32.2,17.55,0.0
2026-06-01T02:43:30Z,30.24,20.0,19.13,0.79
2026-06-01T02:44:00Z,31.13,20.0,27.0,1.5
2026-06-01T02:44:30Z,23.41,20.0,18.33,0.0
2026-06-01T02:45:00Z,28.77,55.5,12.91,1.2
2026-06-01T02:45:30Z,22.36,27.2,22.52,0.0
2026-06-01T02:46:00Z,17.58,40.0,29.68,0.0
2026-06-01T02:46:30Z,23.76,20.0,18.65,0.0
2026-06-01T02:47:00Z,25.57,45.5,27.76,1.21
2026-06-01T02:47:30Z,27.73,54.1,8.8,1.36
2026-06-01T02:48:00Z,22.19,39.0,24.63,0.0
2026-06-01T02:48:30Z,18.95,38.4,21.22,0.42
2026-06-01T02:49:00Z,28.83,50.2,14.74,0.0
2026-06-01T02:49:30Z,26.11,25.2,25.52,0.0
2026-06-01T02:50:00Z,27.34,40.0,14.74,0.0
2026-06-01T02:50:30Z,17.13,20.0,20.68,1.5
2026-06-01T02:51:00Z,27.07,26.5,13.63,0.0
2026-06-01T02:51:30Z,29.82,22.4,21.07,0.0
2026-06-01T02:52:00Z,21.12,20.0,20.19,0.0
2026-06-01T02:52:30Z,19.23,23.6,14.19,0.25
2026-06-01T02:53:00Z,21.99,37.0,19.7,0.0
2026-06-01T02:53:30Z,21.05,20.0,23.03,1.03
2026-06-01T02:54:00Z,23.4,56.8,17.61,1.5
2026-06-01T02:54:30Z,25.78,23.5,17.96,0.0
2026-06-01T02:55:00Z,25.62,55.4,12.95,0.0
2026-06-01T02:55:30Z,35.84,63.4,23.18,0.54
2026-06-01T02:56:00Z,18.54,61.6,4.42,0.0
2026-06-01T02:56:30Z,24.14,40.8,16.47,0.0
2026-06-01T02:57:00Z,23.28,62.9,18.81,0.0
2026-06-01T02:57:30Z,23.32,33.7,14.8,0.73
2026-06-01T02:58:00Z,30.06,63.2,18.82,0.0
2026-06-01T02:58:30Z,19.94,25.4,17.59,0.11
2026-06-01T02:59:00Z,27.64,62.9,6.32,0.0
2026-06-01T02:59:30Z,23.52,44.3,21.19,0.0
2026-06-01T03:00:00Z,25.82,20.0,12.29,0.0
2026-06-01T03:00:30Z,32.71,45.4,27.56,0.12
2026-06-01T03:01:00Z,27.6,25.2,15.4,0.39
2026-06-01T03:01:30Z,28.16,110.3,14.95,0.62
2026-06-01T03:02:00Z,28.88,66.2,15.01,1.71
2026-06-01T03:02:30Z,26.88,74.1,20.2,0.56
2026-06-01T03:03:00Z,21.91,107.7,31.0,0.61
2026-06-01T03:03:30Z,22.99,89.7,17.23,2.56
2026-06-01T03:04:00Z,30.03,118.0,19.3,1.25
2026-06-01T03:04:30Z,24.86,136.6,29.48,1.71
2026-06-01T03:05:00Z,29.38,223.9,29.43,2.64
2026-06-01T03:05:30Z,28.58,124.8,27.41,1.41
2026-06-01T03:06:00Z,31.61,253.6,33.42,2.76
2026-06-01T03:06:30Z,34.55,243.4,16.19,2.81
2026-06-01T03:07:00Z,25.97,278.0,30.43,1.23
2026-06-01T03:07:30Z,19.08,334.5,35.57,1.53
2026-06-01T03:08:00Z,20.17,316.7,37.02,3.22
2026-06-01T03:08:30Z,22.79,287.3,37.05,3.02
2026-06-01T03:09:00Z,26.25,343.9,23.78,4.04
2026-06-01T03:09:30Z,24.63,264.2,39.59,2.49
2026-06-01T03:10:00Z,26.73,347.8,37.8,1.83
2026-06-01T03:10:30Z,23.38,283.8,46.71,4.7
2026-06-01T03:11:00Z,20.67,301.3,37.4,3.28
2026-06-01T03:11:30Z,22.33,447.9,33.96,4.6
2026-06-01T03:12:00Z,22.21,313.2,38.1,4.59
2026-06-01T03:12:30Z,17.03,311.0,33.53,3.38
2026-06-01T03:13:00Z,24.31,535.1,44.99,4.54
2026-06-01T03:13:30Z,20.87,443.2,51.46,5.98
2026-06-01T03:14:00Z,27.29,530.1,48.6,5.92
2026-06-01T03:14:30Z,27.96,496.4,45.81,4.13
2026-06-01T03:15:00Z,25.98,389.5,37.13,5.84
2026-06-01T03:15:30Z,31.07,376.8,38.37,3.99
2026-06-01T03:16:00Z,20.18,539.5,45.07,6.26
2026-06-01T03:16:30Z,28.59,474.7,36.51,5.98
2026-06-01T03:17:00Z,30.89,487.6,39.02,4.05
2026-06-01T03:17:30Z,23.26,414.8,48.22,4.9
2026-06-01T03:18:00Z,21.24,418.0,36.78,3.15
2026-06-01T03:18:30Z,25.03,720.7,41.62,5.28
2026-06-01T03:19:00Z,29.3,568.5,55.72,6.82
2026-06-01T03:19:30Z,22.96,691.0,56.14,4.11
2026-06-01T03:20:00Z,20.82,753.8,54.76,4.96
2026-06-01T03:20:30Z,21.25,389.6,49.04,5.47
2026-06-01T03:21:00Z,22.79,567.5,58.49,7.98
2026-06-01T03:21:30Z,21.81,719.0,50.9,3.7
2026-06-01T03:22:00Z,29.08,428.8,61.71,5.36
2026-06-01T03:22:30Z,21.45,714.8,37.35,6.3
2026-06-01T03:23:00Z,20.84,622.4,63.86,4.11
2026-06-01T03:23:30Z,17.12,538.8,64.98,5.37
2026-06-01T03:24:00Z,23.69,434.1,64.39,8.09
2026-06-01T03:24:30Z,25.66,821.2,59.7,7.75
2026-06-01T03:25:00Z,19.93,448.5,51.11,7.93
2026-06-01T03:25:30Z,26.35,552.2,51.5,8.72
2026-06-01T03:26:00Z,23.11,481.6,59.53,9.38
2026-06-01T03:26:30Z,24.28,752.3,65.86,9.03
2026-06-01T03:27:00Z,27.18,857.6,48.28,6.32
2026-06-01T03:27:30Z,26.77,589.3,61.51,6.5
2026-06-01T03:28:00Z,20.77,857.8,48.36,9.55
2026-06-01T03:28:30Z,22.57,854.4,57.8,8.5
2026-06-01T03:29:00Z,22.7,782.5,63.42,6.47
2026-06-01T03:29:30Z,23.98,630.8,56.0,6.97
2026-06-01T03:30:00Z,29.94,940.8,48.18,9.38
2026-06-01T03:30:30Z,31.12,784.5,69.9,6.1
2026-06-01T03:31:00Z,25.67,590.9,52.61,8.93
2026-06-01T03:31:30Z,29.36,837.8,67.28,6.69
2026-06-01T03:32:00Z,31.89,979.0,65.34,8.58
2026-06-01T03:32:30Z,24.71,519.1,65.58,7.03
2026-06-01T03:33:00Z,28.64,1037.2,60.6,4.82
2026-06-01T03:33:30Z,24.86,534.0,73.74,6.06
2026-06-01T03:34:00Z,23.49,614.4,71.13,6.25
2026-06-01T03:34:30Z,22.22,561.1,60.68,8.21
2026-06-01T03:35:00Z,26.14,959.9,62.76,8.32
2026-06-01T03:35:30Z,18.85,1068.1,63.32,11.01
2026-06-01T03:36:00Z,25.79,746.9,65.07,5.14
2026-06-01T03:36:30Z,22.34,732.6,62.68,4.93
2026-06-01T03:37:00Z,27.13,722.4,76.34,11.62
2026-06-01T03:37:30Z,27.53,883.3,78.47,5.89
2026-06-01T03:38:00Z,22.53,832.3,79.24,8.4
2026-06-01T03:38:30Z,17.46,502.9,66.55,8.96
2026-06-01T03:39:00Z,21.98,570.0,60.57,10.43
2026-06-01T03:39:30Z,23.34,547.9,73.19,5.68
2026-06-01T03:40:00Z,23.12,853.2,87.62,5.99
2026-06-01T03:40:30Z,22.38,984.3,73.87,10.17
2026-06-01T03:41:00Z,25.72,1036.1,62.71,11.67
2026-06-01T03:41:30Z,22.61,849.5,69.1,9.31
2026-06-01T03:42:00Z,28.86,1077.7,62.39,9.2
2026-06-01T03:42:30Z,27.0,717.5,72.82,6.07
2026-06-01T03:43:00Z,25.72,1001.8,67.54,11.91
2026-06-01T03:43:30Z,19.45,1020.3,74.05,6.05
