timestamp,http_requests_per_sec,http_p99_latency_ms,http_5xx_rate,upstream_timeout_rate
2026-06-01T00:26:00Z,17.97,71.9,0.11,0.74
2026-06-01T00:26:30Z,26.75,45.9,0.54,0.31
2026-06-01T00:27:00Z,24.42,54.1,0.43,0.66
2026-06-01T00:27:30Z,24.9,21.6,0.25,0.24
2026-06-01T00:28:00Z,25.6,46.5,0.71,0.14
2026-06-01T00:28:30Z,18.01,37.6,0.02,0.27
2026-06-01T00:29:00Z,29.38,33.5,0.67,0.09
2026-06-01T00:29:30Z,25.1,34.2,0.11,0.73
2026-06-01T00:30:00Z,19.78,43.8,0.73,0.15
2026-06-01T00:30:30Z,20.84,29.8,0.09,0.53
2026-06-01T00:31:00Z,23.18,22.1,0.32,0.94
2026-06-01T00:31:30Z,19.92,20.0,0.06,0.82
2026-06-01T00:32:00Z,18.06,41.8,0.38,0.66
2026-06-01T00:32:30Z,21.79,72.1,0.49,0.89
2026-06-01T00:33:00Z,27.94,20.0,0.6,0.15
2026-06-01T00:33:30Z,24.47,25.1,0.63,0.48
2026-06-01T00:34:00Z,29.87,71.6,0.39,0.53
2026-06-01T00:34:30Z,17.47,48.3,0.33,0.7
2026-06-01T00:35:00Z,27.44,21.9,0.7,0.99
2026-06-01T00:35:30Z,17.64,32.7,0.78,0.69
2026-06-01T00:36:00Z,19.38,41.9,0.62,0.82
2026-06-01T00:36:30Z,20.74,35.1,0.41,0.48
2026-06-01T00:37:00Z,26.93,39.0,0.44,0.5
2026-06-01T00:37:30Z,20.64,44.9,0.5,0.29
2026-06-01T00:38:00Z,25.23,31.1,0.02,0.36
2026-06-01T00:38:30Z,16.01,41.2,0.71,0.72
2026-06-01T00:39:00Z,26.5,33.2,0.1,0.96
2026-06-01T00:39:30Z,24.76,20.0,0.36,0.16
2026-06-01T00:40:00Z,24.52,37.3,0.13,0.37
2026-06-01T00:40:30Z,17.17,51.5,0.41,0.11
2026-06-01T00:41:00Z,22.89,21.7,0.32,0.43
2026-06-01T00:41:30Z,26.21,56.5,0.28,0.71
2026-06-01T00:42:00Z,23.39,69.2,0.33,0.82
2026-06-01T00:42:30Z,17.08,57.1,0.72,0.74
2026-06-01T00:43:00Z,27.56,59.8,0.72,0.6
2026-06-01T00:43:30Z,28.54,20.0,0.36,0.77
2026-06-01T00:44:00Z,15.33,57.5,0.68,0.37
2026-06-01T00:44:30Z,23.46,48.3,0.35,0.63
2026-06-01T00:45:00Z,23.1,38.1,0.66,0.08
2026-06-01T00:45:30Z,17.07,46.0,0.21,0.62
2026-06-01T00:46:00Z,29.4,27.5,0.01,0.93
2026-06-01T00:46:30Z,16.31,45.9,0.68,0.22
2026-06-01T00:47:00Z,19.77,20.0,0.42,0.66
2026-06-01T00:47:30Z,24.87,61.3,0.77,0.94
2026-06-01T00:48:00Z,19.04,99.6,0.37,0.41
2026-06-01T00:48:30Z,17.23,48.2,0.27,0.14
2026-06-01T00:49:00Z,21.47,63.3,0.29,0.06
2026-06-01T00:49:30Z,18.12,29.5,0.09,0.39
2026-06-01T00:50:00Z,22.16,74.9,0.68,0.46
2026-06-01T00:50:30Z,21.35,23.2,0.37,0.35
2026-06-01T00:51:00Z,23.4,40.4,0.3,0.63
2026-06-01T00:51:30Z,17.36,54.5,0.03,0.25
2026-06-01T00:52:00Z,18.13,25.6,0.09,0.46
2026-06-01T00:52:30Z,27.35,41.6,0.3,0.54
2026-06-01T00:53:00Z,15.58,57.4,0.59,0.28
2026-06-01T00:53:30Z,18.57,107.5,0.55,0.96
2026-06-01T00:54:00Z,26.5,57.9,0.59,0.06
2026-06-01T00:54:30Z,23.03,60.6,0.54,0.43
2026-06-01T00:55:00Z,16.6,27.6,0.23,0.57
2026-06-01T00:55:30Z,15.43,76.1,0.66,0.64
2026-06-01T00:56:00Z,25.04,20.0,0.46,0.69
2026-06-01T00:56:30Z,21.03,71.2,0.38,0.78
2026-06-01T00:57:00Z,27.38,41.9,0.4,0.94
2026-06-01T00:57:30Z,34.9,20.0,0.65,0.86
2026-06-01T00:58:00Z,18.53,37.6,0.8,0.89
2026-06-01T00:58:30Z,23.69,45.3,0.3,0.08
2026-06-01T00:59:00Z,32.1,47.4,0.18,0.6
2026-06-01T00:59:30Z,21.93,45.4,0.01,0.66
2026-06-01T01:00:00Z,25.58,43.0,0.19,0.87
2026-06-01T01:00:30Z,19.75,47.5,0.49,0.28
2026-06-01T01:01:00Z,23.93,20.0,0.01,0.43
2026-06-01T01:01:30Z,23.75,44.8,0.09,0.82
2026-06-01T01:02:00Z,20.55,28.2,0.48,0.07
2026-06-01T01:02:30Z,22.14,20.5,0.12,0.4
2026-06-01T01:03:00Z,21.97,23.9,0.65,0.22
2026-06-01T01:03:30Z,21.44,20.0,0.69,0.15
2026-06-01T01:04:00Z,18.96,20.0,0.05,0.91
2026-06-01T01:04:30Z,23.56,35.9,0.39,0.31
2026-06-01T01:05:00Z,17.19,54.5,0.77,0.45
2026-06-01T01:05:30Z,27.88,75.2,0.03,0.06
2026-06-01T01:06:00Z,16.58,29.7,0.2,0.36
2026-06-01T01:06:30Z,25.01,56.5,0.5,0.11
2026-06-01T01:07:00Z,21.69,70.9,0.44,0.02
2026-06-01T01:07:30Z,22.3,51.3,0.24,0.5
2026-06-01T01:08:00Z,19.59,50.0,0.61,0.98
2026-06-01T01:08:30Z,18.39,47.6,0.61,0.3
2026-06-01T01:09:00Z,19.83,75.5,0.51,0.33
2026-06-01T01:09:30Z,21.02,53.4,0.52,0.2
2026-06-01T01:10:00Z,15.54,33.7,0.32,0.66
2026-06-01T01:10:30Z,15.39,39.6,0.25,1.0
2026-06-01T01:11:00Z,22.0,20.0,0.38,0.42
2026-06-01T01:11:30Z,18.45,66.1,0.78,0.6
2026-06-01T01:12:00Z,21.17,45.6,0.54,0.18
2026-06-01T01:12:30Z,16.32,49.8,0.12,0.92
2026-06-01T01:13:00Z,28.13,42.6,0.06,0.66
2026-06-01T01:13:30Z,18.23,52.0,0.48,0.05
2026-06-01T01:14:00Z,21.27,49.0,0.49,0.41
2026-06-01T01:14:30Z,22.71,63.8,0.49,0.81
2026-06-01T01:15:00Z,26.96,20.0,0.73,0.94
2026-06-01T01:15:30Z,20.59,20.0,0.03,0.47
2026-06-01T01:16:00Z,11.3,54.4,0.35,0.65
2026-06-01T01:16:30Z,15.41,69.2,0.1,0.36
2026-06-01T01:17:00Z,28.32,53.9,0.12,0.2
2026-06-01T01:17:30Z,26.09,20.0,0.64,0.4
2026-06-01T01:18:00Z,21.36,37.0,0.56,0.2
2026-06-01T01:18:30Z,26.17,80.1,0.03,0.91
2026-06-01T01:19:00Z,19.81,20.2,0.61,0.77
2026-06-01T01:19:30Z,25.7,50.3,0.74,0.36
2026-06-01T01:20:00Z,23.05,45.0,0.17,0.75
2026-06-01T01:20:30Z,13.83,20.0,0.24,0.97
2026-06-01T01:21:00Z,24.91,39.6,0.14,0.5
2026-06-01T01:21:30Z,19.21,40.4,0.57,0.87
2026-06-01T01:22:00Z,19.3,22.3,0.34,0.33
2026-06-01T01:22:30Z,22.94,27.5,0.78,0.92
2026-06-01T01:23:00Z,9.28,63.2,0.01,0.35
2026-06-01T01:23:30Z,25.1,37.3,0.1,0.7
2026-06-01T01:24:00Z,17.52,47.6,0.7,0.1
2026-06-01T01:24:30Z,20.8,89.6,0.79,0.15
2026-06-01T01:25:00Z,21.96,20.0,0.6,0.62
2026-06-01T01:25:30Z,18.65,35.2,0.67,0.97
2026-06-01T01:26:00Z,21.56,41.6,0.75,0.02
2026-06-01T01:26:30Z,23.18,32.2,0.45,0.07
2026-06-01T01:27:00Z,22.47,28.3,0.65,0.66
2026-06-01T01:27:30Z,25.8,47.2,0.73,0.13
2026-06-01T01:28:00Z,23.67,38.2,0.59,0.22
2026-06-01T01:28:30Z,9.96,47.4,0.25,0.9
2026-06-01T01:29:00Z,22.03,42.4,0.27,0.66
2026-06-01T01:29:30Z,25.89,79.7,0.46,0.0
2026-06-01T01:30:00Z,18.99,27.6,0.11,0.02
2026-06-01T01:30:30Z,17.78,46.9,0.34,0.93
2026-06-01T01:31:00Z,19.6,43.6,0.16,0.03
2026-06-01T01:31:30Z,23.28,32.0,0.28,0.3
2026-06-01T01:32:00Z,16.91,20.0,0.4,0.49
2026-06-01T01:32:30Z,21.77,58.7,0.08,0.16
2026-06-01T01:33:00Z,21.98,63.0,0.29,0.62
2026-06-01T01:33:30Z,24.27,54.4,0.44,0.41
2026-06-01T01:34:00Z,16.85,20.0,0.59,0.85
2026-06-01T01:34:30Z,22.75,67.3,0.64,0.07
2026-06-01T01:35:00Z,17.84,55.5,0.45,0.26
2026-06-01T01:35:30Z,20.36,51.6,0.4,0.22
2026-06-01T01:36:00Z,27.07,40.7,0.14,0.23
2026-06-01T01:36:30Z,21.55,39.1,0.57,0.11
2026-06-01T01:37:00Z,18.26,20.0,0.48,0.35
2026-06-01T01:37:30Z,14.62,76.4,0.28,0.8
2026-06-01T01:38:00Z,14.56,70.2,0.73,0.62
2026-06-01T01:38:30Z,20.54,39.4,0.51,0.58
2026-06-01T01:39:00Z,25.07,74.5,0.67,0.92
2026-06-01T01:39:30Z,13.99,36.0,0.26,0.05
2026-06-01T01:40:00Z,17.47,20.0,0.45,0.98
2026-06-01T01:40:30Z,18.67,41.6,0.53,0.05
2026-06-01T01:41:00Z,23.23,22.9,0.73,0.17
2026-06-01T01:41:30Z,19.59,23.2,0.16,0.78
2026-06-01T01:42:00Z,15.34,74.0,0.63,0.77
2026-06-01T01:42:30Z,22.53,20.0,0.49,0.87
2026-06-01T01:43:00Z,17.11,34.2,0.8,0.61
2026-06-01T01:43:30Z,24.83,20.0,0.34,0.06
2026-06-01T01:44:00Z,20.65,72.1,0.28,0.87
2026-06-01T01:44:30Z,16.35,20.0,0.57,0.47
2026-06-01T01:45:00Z,27.57,29.7,0.3,0.2
2026-06-01T01:45:30Z,18.15,46.3,0.21,0.21
2026-06-01T01:46:00Z,22.77,69.4,0.09,0.65
2026-06-01T01:46:30Z,20.54,31.1,0.41,0.32
2026-06-01T01:47:00Z,23.84,25.5,0.04,0.81
2026-06-01T01:47:30Z,14.36,44.6,0.65,0.46
2026-06-01T01:48:00Z,22.04,20.0,0.77,0.41
2026-06-01T01:48:30Z,21.42,45.1,0.42,0.42
2026-06-01T01:49:00Z,22.24,42.7,0.31,0.08
2026-06-01T01:49:30Z,14.21,61.4,0.42,0.54
2026-06-01T01:50:00Z,20.54,40.3,0.3,0.12
2026-06-01T01:50:30Z,22.06,40.6,0.67,0.39
2026-06-01T01:51:00Z,17.81,30.0,0.04,0.05
2026-06-01T01:51:30Z,18.52,42.2,0.37,0.39
2026-06-01T01:52:00Z,20.11,48.1,0.58,0.13
2026-06-01T01:52:30Z,27.52,28.1,0.21,0.8
2026-06-01T01:53:00Z,18.85,20.0,0.67,0.17
2026-06-01T01:53:30Z,14.93,40.9,0.79,0.41
2026-06-01T01:54:00Z,21.39,54.9,0.27,0.53
2026-06-01T01:54:30Z,19.4,33.9,0.61,0.82
2026-06-01T01:55:00Z,21.38,27.2,0.5,0.1
2026-06-01T01:55:30Z,23.16,28.1,0.71,0.19
2026-06-01T01:56:00Z,20.83,28.1,0.33,0.76
2026-06-01T01:56:30Z,14.84,20.0,0.0,0.35
2026-06-01T01:57:00Z,18.52,20.0,0.15,0.88
2026-06-01T01:57:30Z,17.66,26.3,0.7,0.89
2026-06-01T01:58:00Z,16.86,40.3,0.45,0.81
2026-06-01T01:58:30Z,10.89,20.0,0.16,0.03
2026-06-01T01:59:00Z,24.97,47.2,0.07,0.99
2026-06-01T01:59:30Z,17.71,40.5,0.62,0.18
2026-06-01T02:00:00Z,16.97,42.5,0.48,0.99
2026-06-01T02:00:30Z,19.69,28.1,0.48,0.29
2026-06-01T02:01:00Z,14.17,20.0,0.51,0.04
2026-06-01T02:01:30Z,27.56,51.8,0.13,0.65
2026-06-01T02:02:00Z,20.96,20.0,0.4,0.35
2026-06-01T02:02:30Z,21.72,60.1,0.2,0.71
2026-06-01T02:03:00Z,14.73,32.6,0.44,0.04
2026-06-01T02:03:30Z,16.83,48.5,0.15,0.48
2026-06-01T02:04:00Z,18.28,20.0,0.74,0.19
2026-06-01T02:04:30Z,15.42,59.1,0.55,0.56
2026-06-01T02:05:00Z,19.35,53.7,0.68,0.58
2026-06-01T02:05:30Z,17.96,55.1,0.68,0.99
2026-06-01T02:06:00Z,18.2,58.7,0.21,0.61
2026-06-01T02:06:30Z,13.67,55.1,0.71,0.52
2026-06-01T02:07:00Z,21.75,52.4,0.25,0.41
2026-06-01T02:07:30Z,26.1,51.7,0.78,0.61
2026-06-01T02:08:00Z,20.46,48.6,0.42,0.95
2026-06-01T02:08:30Z,15.67,29.4,0.18,0.83
2026-06-01T02:09:00Z,17.88,36.7,0.33,0.56
2026-06-01T02:09:30Z,22.29,86.8,0.31,0.98
2026-06-01T02:10:00Z,21.64,22.5,0.7,0.31
2026-06-01T02:10:30Z,13.71,45.2,0.61,0.72
2026-06-01T02:11:00Z,19.67,60.6,0.28,0.64
2026-06-01T02:11:30Z,24.29,50.8,0.35,0.67
2026-06-01T02:12:00Z,14.68,56.9,0.58,0.05
2026-06-01T02:12:30Z,12.6,50.3,0.29,0.42
2026-06-01T02:13:00Z,23.78,39.4,0.24,0.07
2026-06-01T02:13:30Z,15.47,65.4,0.71,0.2
2026-06-01T02:14:00Z,20.81,32.8,0.44,0.16
2026-06-01T02:14:30Z,18.47,20.0,0.17,0.67
2026-06-01T02:15:00Z,26.53,28.9,0.78,0.15
2026-06-01T02:15:30Z,18.66,20.0,0.36,0.69
2026-06-01T02:16:00Z,24.84,37.0,0.78,0.01
2026-06-01T02:16:30Z,16.0,20.0,0.33,0.22
2026-06-01T02:17:00Z,14.58,49.7,0.36,0.85
2026-06-01T02:17:30Z,18.84,79.8,0.47,0.0
2026-06-01T02:18:00Z,19.22,84.3,0.13,0.33
2026-06-01T02:18:30Z,19.76,59.9,0.13,0.05
2026-06-01T02:19:00Z,16.11,20.0,0.62,0.28
2026-06-01T02:19:30Z,19.92,59.2,0.51,0.0
2026-06-01T02:20:00Z,23.15,30.3,0.4,0.51
2026-06-01T02:20:30Z,20.5,65.4,0.67,0.76
2026-06-01T02:21:00Z,17.8,25.3,0.18,0.29
2026-06-01T02:21:30Z,13.44,44.0,0.53,0.17
2026-06-01T02:22:00Z,18.5,44.3,0.21,0.05
2026-06-01T02:22:30Z,23.38,29.0,0.32,0.61
2026-06-01T02:23:00Z,24.34,42.2,0.65,0.25
2026-06-01T02:23:30Z,18.33,81.1,0.53,0.18
2026-06-01T02:24:00Z,16.06,51.8,0.45,0.96
2026-06-01T02:24:30Z,24.5,71.8,0.63,0.65
2026-06-01T02:25:00Z,23.0,107.4,0.79,0.2
2026-06-01T02:25:30Z,16.1,40.5,0.48,0.55
2026-06-01T02:26:00Z,16.41,20.9,0.69,0.93
2026-06-01T02:26:30Z,15.72,20.2,0.37,0.56
2026-06-01T02:27:00Z,21.43,40.4,0.15,0.82
2026-06-01T02:27:30Z,21.73,20.0,0.53,0.23
2026-06-01T02:28:00Z,22.05,40.7,0.66,0.36
2026-06-01T02:28:30Z,12.52,20.0,0.39,0.73
2026-06-01T02:29:00Z,20.08,56.6,0.29,0.07
2026-06-01T02:29:30Z,19.87,65.0,0.26,0.76
2026-06-01T02:30:00Z,17.01,38.5,0.14,0.79
2026-06-01T02:30:30Z,19.96,39.2,0.51,0.72
2026-06-01T02:31:00Z,20.36,34.4,0.78,0.85
2026-06-01T02:31:30Z,24.02,43.7,0.55,0.03
2026-06-01T02:32:00Z,23.75,48.3,0.26,0.74
2026-06-01T02:32:30Z,24.72,70.7,0.75,0.74
2026-06-01T02:33:00Z,30.72,44.9,0.04,0.94
2026-06-01T02:33:30Z,16.41,35.4,0.52,0.67
2026-06-01T02:34:00Z,17.8,21.2,0.6,0.7
2026-06-01T02:34:30Z,16.72,23.4,0.67,0.57
2026-06-01T02:35:00Z,17.04,20.2,0.27,0.06
2026-06-01T02:35:30Z,17.29,27.9,0.0,0.08
2026-06-01T02:36:00Z,13.59,46.9,0.21,0.79
2026-06-01T02:36:30Z,18.26,20.0,0.37,0.83
2026-06-01T02:37:00Z,17.21,20.0,0.5,0.28
2026-06-01T02:37:30Z,18.84,20.0,0.28,0.39
2026-06-01T02:38:00Z,15.07,46.3,0.17,0.31
2026-06-01T02:38:30Z,18.02,31.9,0.38,0.7
2026-06-01T02:39:00Z,18.17,37.8,0.67,0.53
2026-06-01T02:39:30Z,18.91,66.6,0.69,0.78
2026-06-01T02:40:00Z,11.13,20.0,0.79,0.22
2026-06-01T02:40:30Z,25.06,34.4,0.23,0.59
2026-06-01T02:41:00Z,17.5,34.9,0.38,0.39
2026-06-01T02:41:30Z,17.72,58.0,0.64,0.39
2026-06-01T02:42:00Z,15.2,46.2,0.49,0.44
2026-06-01T02:42:30Z,14.75,28.4,0.48,0.88
2026-06-01T02:43:00Z,22.37,25.5,0.23,0.16
2026-06-01T02:43:30Z,23.24,20.0,0.08,0.22
2026-06-01T02:44:00Z,17.95,50.8,0.79,0.28
2026-06-01T02:44:30Z,9.26,20.0,0.75,0.05
2026-06-01T02:45:00Z,13.56,25.7,0.76,0.64
2026-06-01T02:45:30Z,18.19,39.1,0.34,0.95
2026-06-01T02:46:00Z,13.62,48.6,0.19,0.34
2026-06-01T02:46:30Z,18.49,35.6,0.25,0.95
2026-06-01T02:47:00Z,16.33,24.4,0.76,0.73
2026-06-01T02:47:30Z,21.4,33.3,0.7,0.85
2026-06-01T02:48:00Z,23.98,33.1,0.35,0.78
2026-06-01T02:48:30Z,14.41,37.3,0.3,0.82
2026-06-01T02:49:00Z,18.68,35.9,0.79,0.54
2026-06-01T02:49:30Z,22.53,65.2,0.12,0.4
2026-06-01T02:50:00Z,18.95,42.6,0.44,0.3
2026-06-01T02:50:30Z,13.54,47.5,0.23,0.78
2026-06-01T02:51:00Z,25.44,35.4,0.73,0.15
2026-06-01T02:51:30Z,19.98,88.2,0.34,0.61
2026-06-01T02:52:00Z,19.21,52.7,0.45,0.49
2026-06-01T02:52:30Z,16.35,20.0,0.05,0.37
2026-06-01T02:53:00Z,16.52,66.7,0.4,0.15
2026-06-01T02:53:30Z,11.33,20.0,0.05,0.01
2026-06-01T02:54:00Z,19.75,20.0,0.26,0.5
2026-06-01T02:54:30Z,11.58,53.5,0.73,0.92
2026-06-01T02:55:00Z,25.03,20.0,0.35,0.36
2026-06-01T02:55:30Z,19.38,35.5,0.73,0.47
2026-06-01T02:56:00Z,21.05,36.5,0.36,0.5
2026-06-01T02:56:30Z,16.45,53.2,0.15,0.63
2026-06-01T02:57:00Z,20.59,26.2,0.18,0.58
2026-06-01T02:57:30Z,15.51,63.5,0.41,0.4
2026-06-01T02:58:00Z,18.64,38.8,0.49,0.53
2026-06-01T02:58:30Z,22.42,36.0,0.33,0.85
2026-06-01T02:59:00Z,13.18,42.2,0.27,0.24
2026-06-01T02:59:30Z,19.71,59.8,0.12,0.65
2026-06-01T03:00:00Z,17.16,37.7,0.59,0.2
2026-06-01T03:00:30Z,16.13,29.5,0.47,0.31
2026-06-01T03:01:00Z,21.99,70.3,0.21,0.19
2026-06-01T03:01:30Z,15.11,20.0,0.45,0.1
2026-06-01T03:02:00Z,8.49,58.3,0.55,0.32
2026-06-01T03:02:30Z,20.62,54.6,0.42,0.92
2026-06-01T03:03:00Z,18.72,43.2,0.32,0.03
2026-06-01T03:03:30Z,16.71,20.0,0.6,0.45
2026-06-01T03:04:00Z,22.38,20.2,0.27,0.88
2026-06-01T03:04:30Z,11.38,20.0,0.15,0.12
2026-06-01T03:05:00Z,15.17,56.0,0.11,0.52
2026-06-01T03:05:30Z,14.0,35.0,0.56,0.49
2026-06-01T03:06:00Z,14.26,55.5,0.65,0.72
2026-06-01T03:06:30Z,16.11,52.4,0.5,0.66
2026-06-01T03:07:00Z,15.68,20.0,0.03,0.88
2026-06-01T03:07:30Z,22.43,46.8,0.55,0.41
2026-06-01T03:08:00Z,17.94,64.7,0.63,0.76
2026-06-01T03:08:30Z,14.87,34.7,0.34,0.84
2026-06-01T03:09:00Z,22.76,32.8,0.3,0.14
2026-06-01T03:09:30Z,14.19,53.0,0.62,0.36
2026-06-01T03:10:00Z,20.67,20.0,0.55,0.7
2026-06-01T03:10:30Z,17.12,25.8,0.2,0.95
2026-06-01T03:11:00Z,15.95,40.0,0.01,0.17
2026-06-01T03:11:30Z,17.01,40.0,0.13,0.59
2026-06-01T03:12:00Z,15.01,23.2,0.56,0.59
2026-06-01T03:12:30Z,22.6,30.2,0.54,0.34
2026-06-01T03:13:00Z,19.92,20.0,0.28,0.44
2026-06-01T03:13:30Z,19.79,62.1,0.29,0.17
2026-06-01T03:14:00Z,21.59,72.1,0.28,0.67
2026-06-01T03:14:30Z,18.7,49.0,0.72,0.97
2026-06-01T03:15:00Z,17.6,20.0,0.43,0.29
2026-06-01T03:15:30Z,12.59,50.9,0.48,0.3
2026-06-01T03:16:00Z,14.88,42.0,0.32,0.86
2026-06-01T03:16:30Z,21.57,30.2,0.06,0.76
2026-06-01T03:17:00Z,19.88,20.0,0.16,0.43
2026-06-01T03:17:30Z,14.87,49.0,0.32,0.93
2026-06-01T03:18:00Z,21.55,51.0,0.38,0.95
2026-06-01T03:18:30Z,19.1,40.6,0.43,0.61
2026-06-01T03:19:00Z,21.8,69.5,0.45,0.75
2026-06-01T03:19:30Z,23.73,20.0,0.5,0.37
2026-06-01T03:20:00Z,18.95,80.4,0.43,0.41
2026-06-01T03:20:30Z,17.38,52.3,0.07,0.35
2026-06-01T03:21:00Z,20.95,20.0,0.07,0.18
2026-06-01T03:21:30Z,9.46,20.7,0.02,0.69
2026-06-01T03:22:00Z,12.51,90.7,0.56,0.5
2026-06-01T03:22:30Z,15.3,52.3,0.23,0.0
2026-06-01T03:23:00Z,11.96,36.7,0.38,0.02
2026-06-01T03:23:30Z,19.34,34.7,0.42,0.97
2026-06-01T03:24:00Z,27.14,42.6,0.11,0.63
2026-06-01T03:24:30Z,16.88,52.4,0.08,0.81
2026-06-01T03:25:00Z,23.29,52.8,0.36,0.47
2026-06-01T03:25:30Z,19.33,52.9,0.74,0.57
2026-06-01T03:26:00Z,10.1,23.3,0.18,0.84
2026-06-01T03:26:30Z,18.06,33.7,0.78,0.41
2026-06-01T03:27:00Z,17.4,50.5,0.14,0.38
2026-06-01T03:27:30Z,16.55,68.3,0.71,0.71
2026-06-01T03:28:00Z,13.3,59.4,0.45,0.68
2026-06-01T03:28:30Z,12.11,42.9,0.76,0.81
2026-06-01T03:29:00Z,23.63,20.0,0.37,0.06
2026-06-01T03:29:30Z,14.23,20.0,0.32,0.36
2026-06-01T03:30:00Z,22.2,38.2,0.43,0.9
2026-06-01T03:30:30Z,19.3,20.0,0.08,0.97
2026-06-01T03:31:00Z,20.3,20.0,0.21,0.99
2026-06-01T03:31:30Z,19.37,62.9,0.48,0.06
2026-06-01T03:32:00Z,19.39,27.5,0.13,0.21
2026-06-01T03:32:30Z,15.17,61.6,0.23,0.46
2026-06-01T03:33:00Z,20.28,58.0,0.04,0.16
2026-06-01T03:33:30Z,15.9,68.5,0.27,0.0
2026-06-01T03:34:00Z,17.52,20.0,0.25,0.54
2026-06-01T03:34:30Z,20.75,20.0,0.5,0.94
2026-06-01T03:35:00Z,17.8,22.8,0.59,0.75
2026-06-01T03:35:30Z,21.82,42.4,0.36,0.47
2026-06-01T03:36:00Z,25.16,20.0,0.74,0.81
2026-06-01T03:36:30Z,23.28,57.4,0.58,0.4
2026-06-01T03:37:00Z,20.17,22.0,0.45,0.48
2026-06-01T03:37:30Z,16.55,29.9,0.7,0.74
2026-06-01T03:38:00Z,22.45,36.6,0.33,0.91
2026-06-01T03:38:30Z,23.53,36.1,0.17,0.85
2026-06-01T03:39:00Z,19.7,43.4,0.29,0.85
2026-06-01T03:39:30Z,23.77,46.4,0.48,0.88
2026-06-01T03:40:00Z,18.1,57.3,0.32,0.09
2026-06-01T03:40:30Z,13.54,70.7,0.29,0.8
2026-06-01T03:41:00Z,14.62,28.2,0.79,0.55
2026-06-01T03:41:30Z,16.27,74.9,0.78,0.07
2026-06-01T03:42:00Z,18.08,25.9,0.53,0.64
2026-06-01T03:42:30Z,17.46,61.0,0.67,0.75
2026-06-01T03:43:00Z,15.81,45.4,0.27,0.34
2026-06-01T03:43:30Z,21.45,66.0,0.05,0.88
